page_num,entry_id,registration_date_and_plan_ref,property_description,date_of_lease_and_term,lessees_title,notes
0,643,28.04.2011 Edged and numbered 5 in blue (part of),Flat 2707 Landmark East Tower (twenty seventh floor flat),31.03.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL231820,
0,644,28.04.2011 Edged and numbered 5 in blue (part of),Flat 909 Landmark East Tower (ninth floor flat),28.04.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL231839,
0,645,28.04.2011 Edged and numbered 5 in blue (part of),Flat 1907 Landmark East Tower (nineteenth floor flat),21.01.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL231857,
0,646,03.05.2011 Edged and numbered 5 in blue (part of),Flat 702 Landmark East Tower (seventh floor flat),29.03.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL231887,
0,647,03.05.2011 Edged and numbered 5 in blue (part of),Flat 4009 Landmark East Tower (fortieth floor flat),08.04.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL231918,
0,648,03.05.2011 Edged and numbered 5 in blue (part of),Flat 2507 Landmark East Tower (twenty fifth floor flat),31.03.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL231910,
0,649,09.05.2011 Edged and numbered 5 in blue (part of),Flat 1408 Landmark East Tower (fourteenth floor flat),18.04.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL232235,
0,650,09.05.2011 Edged and numbered 5 in blue (part of),Flat 2903 Landmark East Tower (twenty ninth floor flat),15.04.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL232253,
0,651,09.05.2011 Edged and numbered 5 in blue (part of),Flat 1309 Landmark East Tower (thirteenth floor flat),08.04.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL232261,
0,652,12.05.2011 Edged and numbered 5 in blue (part of),Flat 1302 Landmark East Tower (thirteenth floor flat),21.04.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL232484,
0,653,13.04.2011 Edged and numbered 5 in blue (part of),Flat 2402 Landmark East Tower (twenty fourth floor flat),13.04.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL232561,
0,654,13.05.2011 Edged and numbered 5 in blue (part of),Flat 3302 Landmark East Tower (thirty third floor flat),12.04.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL232580,
0,655,13.05.2011 115 in blue on the supplementary plan,Parking space 46 (basement level),12.04.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL232580,
0,656,13.05.2011 Edged and numbered 5 in blue (part of),Flat 4202 Landmark East Tower (forty second floor flat),15.04.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL232625,
0,657,13.05.2011 116 in blue on the supplementary plan,Parking space 101 (basement level),15.04.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL232625,
0,658,16.05.2011 Edged and numbered 5 in blue (part of),Flat 3809 Landmark East Tower (thirty eighth floor flat),08.04.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL232662,
0,659,18.05.2011 Edged and numbered 4 in blue (part of),Flat 3004 Landmark West Tower (thirtieth floor flat),12.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL232820,
0,660,18.05.2011 117 and 118 in blue on the supplementary plan,Parking space 51 and 52 (basement level),12.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL232820,
0,661,19.05.2011 Edged and numbered 5 in blue (part of),Flat 2005 Landmark East Tower (twentieth floor flat),04.04.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL232884,
0,662,26.05.2011 Edged and numbered 5 in blue (part of),Flat 1709 Landmark East Tower (seventeenth floor flat),10.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL233265,
0,663,01.06.2011 Edged and numbered 5 in blue (part of),Flat 2404 Landmark East Tower (twenty fourth floor flat),20.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL233491,
0,664,01.06.2011 Edged and numbered 5 in blue (part of),Flat 2807 Landmark East Tower (thirty eighth floor flat),07.04.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL233516,
0,665,02.06.2011 Edged and numbered 5 in blue (part of),Flat 709 Landmark East Tower (seventh floor flat),20.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL233553,
0,666,03.06.2011 Edged and numbered 5 in blue (part of),Flat 2208 Landmark East Tower (twenty second floor flat),18.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL233635,
0,667,03.06.2011 Edged and numbered 5 in blue (part of),Flat 1901 Landmark East Tower (nineteenth floor flat),31.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL233652,
0,668,03.06.2011 119 in blue on the supplementary plan,Parking space 131 (basement level),31.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL233652,
0,669,03.06.2011 Edged and numbered 5 in blue (part of),Flat 3501 Landmark East Tower (thirty fifth floor flat),31.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL233671,
0,670,03.06.2011 120 in blue on the supplementary plan,Parking space 146 (basement level),31.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL233671,
0,671,03.06.2011 Edged and numbered 4 in blue (part of),Flat 2901 Landmark West Tower (twenty ninth floor flat),31.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL233683,
0,672,03.06.2011 121 and 122 in blue on the supplementary plan,Parking spaces 49 and 50 (basement level),31.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL233683,
0,673,07.06.2011 Edged and numbered 5 in blue (part of),Flat 4104 Landmark East Tower (forty first floor flat),05.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL233902,
0,674,10.06.2011 Edged and numbered 5 in blue (part of),Flat 1402 Landmark East Tower (fourteenth floor flat),31.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL234196,
0,675,10.06.2011 Edged and numbered 5 in blue (part of),Flat 3701 Landmark East Tower (thirty seventh floor flat),04.04.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL234251,
0,676,10.06.2011 123 in blue on the supplementary plan,Parking space 141 (basement level),04.04.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL234251,
0,677,13.06.2011 Edged and numbered 5 in blue (part of),Flat 602 Landmark East Tower (sixth floor flat),20.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL234275,
0,678,13.06.2011 Edged and numbered 5 in blue (part of),Flat 2801 Landmark East Tower (twenty eighth floor flat),20.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL234299,
0,679,13.06.2011 Edged and numbered 5 in blue (part of),Flat 2410 Landmark East Tower (twenty fourth floor flat),20.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL234314,
0,680,29.12.2010 124 in blue on the supplementary plan,Parking space 45 (basement level),11.04.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL224628,
0,681,21.06.2011 Edged and numbered 5 in blue (part of),Flat 210 Landmark East Tower (second floor flat),03.06.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL234793,
0,682,23.06.2011 Edged and numbered 5 in blue (part of),Flat 2905 Landmark East Tower (twenty ninth floor flat),27.04.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL234964,
0,683,23.06.2011 125 in blue on the supplementary plan,Parking space 159 (basement level),27.04.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL234964,
0,684,23.06.2011 Edged and numbered 5 in blue (part of),Flat 3006 Landmark East Tower (thirtieth floor flat),21.01.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL234991,
0,685,23.06.2011 126 in blue on the supplementary plan,Parking space 143 (basement level),21.01.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL234991,
0,686,08.07.2011 Edged and numbered 5 in blue (part of),Flat 2705 Landmark East Tower (twenty seventh floor flat),13.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL235941,
0,687,08.07.2011 127 in blue on the supplementary plan,Parking space 104 (basement level),13.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL235941,
0,688,08.07.2011 Edged and numbered 5 in blue (part of),Flat 809 Landmark East Tower (eighth floor flat),26.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL235995,
0,689,11.07.2011 Edged and numbered 5 in blue (part of),Flat 2810 Landmark East Tower (twenty eighth floor flat),26.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL236069,
0,690,15.07.2011 Edged and numbered 5 in blue (part of),Flat 3903 Landmark East Tower (thirty ninth floor flat),04.07.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL236354,
0,691,18.07.2011 Edged and numbered 5 in blue (part of),Flat 3705 Landmark East Tower (thirty seventh floor flat),23.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL236463,
0,692,18.07.2011 128 in blue on the supplementary plan,Parking space 48 (basement level),23.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL236463,
0,693,21.07.2011 Edged and numbered 5 in blue (part of),Flat 3101 Landmark East Tower (thirty first floor flat),12.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL236691,
0,694,21.07.2011 129 in blue on the supplementary plan,Parking space 105 (basement level),12.05.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL236691,
0,695,28.07.2011 Edged and numbered 5 in blue (part of),Flat 1810 Landmark East Tower (eighteenth floor flat),22.06.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237127,
0,696,28.07.2011 Edged and numbered 5 in blue (part of),Flat 3706 Landmark East Tower (thirty seventh floor flat),24.06.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237136,['NOTE: See entry in the Charges Register relating to a Deed of Rectification dated 2 May 2013.']
0,697,28.07.2011 130 and 131 in blue on the supplementary plan,Parking spaces 172 and 173 (basement level),24.06.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237136,
0,698,28.07.2011 Edged and numbered 5 in blue (part of),Flat 2206 Landmark East Tower (twenty second floor flat),24.06.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237174,
0,699,28.07.2011 132 in blue on the supplementary plan,Parking space 142 (basement level),24.06.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237174,
0,700,28.07.2011 Edged and numbered 4 in blue (part of),Flat 2206 Landmark West Tower (twenty second floor flat),24.06.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237175,
0,701,28.07.2011 133 in blue on the supplementary plan,Parking space 11 (basement level),24.06.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237175,
0,702,28.07.2011 Edged and numbered 4 in blue (part of),Flat 206 Landmark West Tower (second floor flat),24.06.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237176,
0,703,28.07.2011 134 in blue on the supplementary plan,Parking space 70 (basement level),24.06.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237176,
0,704,28.07.2011 Edged and numbered 5 in blue (part of),Flat 1406 Landmark East Tower (fourteenth floor flat),24.06.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237179,
0,705,28.07.2011 135 in blue on the supplementary plan,Parking space 156,24.06.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237179,
0,706,29.07.2011 Edged and numbered 5 in blue (part of),Flat 3902 Landmark East Tower (thirty ninth floor flat),08.07.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237207,
0,707,01.08.2011 Edged and numbered 5 in blue (part of ),Flat 1404 Landmark East Tower (fourteenth floor flat),04.07.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237282,
0,708,01.08.2011 Edged and numbered 5 in blue (part of),Flat 502 Landmark East Tower (fifth floor flat),06.07.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237304,
0,709,02.08.2011 Edged and numbered 5 in blue (part of),Flat 910 Landmark East Tower (ninth floor flat),04.07.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237385,
0,710,02.08.2011 Edged and numbered 5 in blue (part of),Flat 1203 Landmark East Tower (twelfth floor flat),01.07.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237391,
0,711,03.08.2011 Edged and numbered 5 in blue (part of),Flat 3103 Landmark East Tower (thirty first floor flat),15.06.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237427,
0,712,03.08.2011 Edged and numbered 5 in blue (part of),Flat 3402 Landmark East Tower (thirty fourth floor flat),01.07.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237428,
0,713,04.08.2011 Edged and numbered 5 in blue (part of),Flat 410 Landmark East Tower (fourth floor flat),04.07.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL327571,
0,714,04.08.2011 Edged and numbered 5 in blue (part of),Flat 4002 Landmark East Tower (fortieth floor flat),06.07.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237574,
0,715,04.08.2011 136 in blue on the supplementary plan,Parking space 139 (basement level),06.07.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237574,
0,716,04.08.2011 Edged and numbered 5 in blue (part of),Flat 3702 Landmark East Tower (thirty seventh floor flat),05.07.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237576,
0,717,04.08.2011 Edged and numbered 5 in blue (part of),Flat 3502 Landmark East Tower (thirty fifth floor flat),05.07.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237577,
0,718,05.08.2011 Edged and numbered 5 in blue (part of),Flat 3803 Landmark East Tower (thirty eighth floor flat),05.08.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237612,
0,719,05.08.2011 137 in blue on the supplementary plan,Parking space 99 (basement level),04.07.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237612,
0,720,10.08.2011 Edged and numbered 5 in blue (part of),Flat 4005 Landmark East Tower (fortieth floor flat),25.07.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237862,
0,721,10.08.2011 138 in blue on the supplementary plan,Parking space 140 (basement level),29.07.2011 999 years from and including 1.1.2009 until and including 31.12.3007,AGL237883,
